,id,text,intent,datetime
0,0,Dari rawamangun ke kokas,asking-question-direction,1492886491
1,1,Dari rawamangun ke Kota kasablanka,asking-question-direction,1492886502
2,2,Kamu bisa apa aja?,asking-question-other,1492898204
3,3,TanyaJalan perkenalin diri dong,asking-question-other,1492898204
4,4,halo,greeting,1492898226
5,5,jalan dari Bogor ke malang?,asking-question-direction,1492898242
6,6,jalan dari Bogor ke malang?,asking-question-direction,1492898242
7,7,cariin jalan dong,asking-question-other,1492898252
8,8,jalan dari Slipi ke karet?,asking-question-direction,1492898271
9,9,Kamu bisa apa aja?,asking-question-other,1492901653
10,10,TanyaJalan perkenalin diri dong,asking-question-other,1492901655
11,11,Bagi jadwal krl,asking-question-schedule,1492901682
12,12,Cek jadwal krl stasiun ui,asking-question-schedule,1492901695
13,13,Cek jadwal krl stasiun pocin,asking-question-schedule,1492901710
14,14,Cek jadwal krl stasiun pondok cina,asking-question-schedule,1492901724
15,15,Kamu bisa apa aja?,asking-question-other,1492902155
16,16,jadwal krl,asking-question-schedule,1492902182
17,17,jadwal krl bogor,asking-question-schedule,1492902200
18,18,tampilkan lebih banyak jadwal krl stasiun BOGOR,asking-question-schedule,1492902207
19,19,TanyaJalan perkenalin diri dong,asking-question-other,1492907273
20,20,Kamu bisa apa aja?,asking-question-other,1492907273
21,21,Dari stasiun ui ke limelight,asking-question-direction,1492969693
22,22,Dari ui ke limelight,asking-question-direction,1492969696
23,23,tampilkan lebih banyak jadwal krl stasiun MANGGARAI,asking-question-schedule,1492971732
24,24,tampilkan lebih banyak jadwal krl stasiun MANGGARAI,asking-question-schedule,1492972077
25,25,Dari ui ke lebak bulus,asking-question-direction,1492972587
26,26,TanyaJalan perkenalin diri dong,asking-question-other,1492972686
27,27,Dari ui ke cempaka lestari raya,asking-question-direction,1492972704
28,28,Dari ui ke cilandak town square,asking-question-direction,1492972987
29,29,Dari stasiun tebet ke festival plaza,asking-question-direction,1492986017
30,30,TanyaJalan perkenalin diri dong,asking-question-other,1493003046
31,31,Berangkat dari Balai Kota Depok ke Fasilkom UI,asking-question-direction,1493003081
32,32,Kamu bisa apa aja?,asking-question-other,1493078166
33,33,Dari otista ke tripvisto,asking-question-direction,1493078193
34,34,Dari otista ke tripvisto,asking-question-direction,1493078193
35,35,tampilkan lebih banyak jadwal krl stasiun JATINEGARA,asking-question-schedule,1493078575
36,36,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1493078598
37,37,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1493078598
38,38,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1493078598
39,39,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1493079917
40,40,tampilkan lebih banyak jadwal krl stasiun universitasindonesia,asking-question-schedule,1493079950
41,41,Cara ke bukalapak,asking-question-direction,1493091969
42,42,Cara ke bukalapak,asking-question-direction,1493091969
43,43,Cara ke bukalapak,asking-question-direction,1493091969
44,44,Cara ke bukalapak,asking-question-direction,1493091969
45,45,Dari UI ke bukalapak,asking-question-direction,1493091985
46,46,dari ui ke tanah kusir,asking-question-direction,1493096656
47,47,dari ui ke tanah kusir,asking-question-direction,1493096656
48,48,dari ui ke tanah kusir,asking-question-direction,1493096656
49,49,dari ui ke tanah kusir,asking-question-direction,1493096656
50,50,dari ui ke tanah kusir,asking-question-direction,1493096656
51,51,Pulang ke jalan kampung Marga Jaya lewat mana,asking-question-direction,1493098514
52,52,Pulang ke daerah jalan kampung Marga Jaya Serpong lewat mana,asking-question-direction,1493098574
53,53,Pulang ke Pondok Indah lewat mana,asking-question-direction,1493098614
54,54,Pulang ke Pondok Indah lewat mana,asking-question-direction,1493098614
55,55,stasiun pondok ranji ke kalibata,asking-question-direction,1493100394
56,56,stasiun pondok ranji ke kalibata,asking-question-direction,1493100394
57,57,stasiun pondok ranji ke kalibata,asking-question-direction,1493100394
58,58,Bagaimana cara dari bogor ke kota Kasablanka,asking-question-direction,1493102619
59,59,Dari ui ke ariobimo central,asking-question-direction,1493138062
60,60,Dari ui ke ariobimo central,asking-question-direction,1493138062
61,61,Dari ui ke ariobimo central,asking-question-direction,1493138062
62,62,Dari ui ke sentul,asking-question-direction,1493196177
63,63,"Dari ui ke sentul, bogor",asking-question-direction,1493196192
64,64,"Dari ui ke sentul, bogor",asking-question-direction,1493196192
65,65,"Dari ui ke sentul, bogor",asking-question-direction,1493196192
66,66,"Dari ui ke sentul, bogor",asking-question-direction,1493196192
67,67,"Dari ui ke sentul, bogor",asking-question-direction,1493196192
68,68,dari tanjung barat ke kampus perbanas,asking-question-direction,1493213065
69,69,Kamu bisa apa aja?,asking-question-other,1493233280
70,70,Kamu bisa apa aja?,asking-question-other,1493233280
71,71,Kamu bisa apa aja?,asking-question-other,1493233280
72,72,Kamu bisa apa aja?,asking-question-other,1493233280
73,73,Kamu bisa apa aja?,asking-question-other,1493233280
74,74,Kamu bisa apa aja?,asking-question-other,1493233280
75,75,Kamu bisa apa aja?,asking-question-other,1493233280
76,76,TanyaJalan perkenalin diri dong,asking-question-other,1493233281
77,77,TanyaJalan perkenalin diri dong,asking-question-other,1493233281
78,78,TanyaJalan perkenalin diri dong,asking-question-other,1493233281
79,79,Dari universitas indonesia ke fx sudirman,asking-question-direction,1493236197
80,80,Dari universitas indonesia ke fx sudirman,asking-question-direction,1493236197
81,81,Dari universitas indonesia ke fx sudirman,asking-question-direction,1493236197
82,82,Dari universitas indonesia ke fx sudirman,asking-question-direction,1493236197
83,83,Dari universitas indonesia ke fx sudirman,asking-question-direction,1493236197
84,84,Dari universitas indonesia ke fx sudirman,asking-question-direction,1493236197
85,85,TanyaJalan perkenalin diri dong,asking-question-other,1493245767
86,86,TanyaJalan perkenalin diri dong,asking-question-other,1493245767
87,87,TanyaJalan perkenalin diri dong,asking-question-other,1493245767
88,88,TanyaJalan perkenalin diri dong,asking-question-other,1493245767
89,89,TanyaJalan perkenalin diri dong,asking-question-other,1493245767
90,90,Kamu bisa apa aja?,asking-question-other,1493245780
91,91,Kamu bisa apa aja?,asking-question-other,1493245780
92,92,Kamu bisa apa aja?,asking-question-other,1493245780
93,93,Kamu bisa apa aja?,asking-question-other,1493245780
94,94,Kamu bisa apa aja?,asking-question-other,1493245780
95,95,Jadwal krl stasiun bogor,asking-question-schedule,1493245805
96,96,Jadwal krl stasiun bogor,asking-question-schedule,1493245805
97,97,Jadwal krl stasiun bogor,asking-question-schedule,1493245805
98,98,Jadwal krl stasiun bogor,asking-question-schedule,1493245805
99,99,Jadwal krl stasiun bogor,asking-question-schedule,1493245805
100,100,Jadwal krl kota,asking-question-schedule,1492638576
101,101,Jadwal krl ui,asking-question-schedule,1492638586
102,102,Jadwal krl stasiun ui,asking-question-schedule,1492638593
103,103,Jadwal krl jakarta kota,asking-question-schedule,1492638602
104,104,Kamu bisa apa aja?,asking-question-other,1492640047
105,105,TanyaJalan perkenalin diri dong,asking-question-other,1492640048
106,106,TanyaJalan perkenalin diri dong,asking-question-other,1492640048
107,107,TanyaJalan perkenalin diri dong,asking-question-other,1492640051
108,108,Kamu bisa apa aja?,asking-question-other,1492640051
109,109,Dari fasilkom ke indomaret,asking-question-direction,1492642137
110,110,Dari fasilkom ke fib,asking-question-direction,1492642147
111,111,Hai,other,1492642218
112,112,Kamu bisa apa aja?,asking-question-other,1492644286
113,113,TanyaJalan perkenalkan diri dong,asking-question-other,1492644308
114,114,Dari pangkalpinang ke sungailiat,asking-question-direction,1492644344
